URL,https://railway.com/deploy
Title,Railway Marketplace | Railway
"View Template Piping server Infinitely transfer between devices over pure HTTP with pipes or browsers Milo 3 Deploy",".virtuoso-grid-item","https://railway.com/deploy/zLz276|https://railway.com/new/template/zLz276",0,0,0,0,""
"View Template Jenkins Agent A Jenkins automation agent. Rigo 5 Deploy",".virtuoso-grid-item","https://railway.com/deploy/id4SxN|https://railway.com/new/template/id4SxN",0,0,0,0,""
"View Template rust-ms-template rust gRPC + Postgres + backups x3ne 5 Deploy",".virtuoso-grid-item","https://railway.com/deploy/7fGUFg|https://railway.com/new/template/7fGUFg",0,0,0,0,""
"View Template RabbitMQ-Family-Circle 3.13.3-management - RabbitMQ - UI Nam Nguyễn 8 Deploy",".virtuoso-grid-item","https://railway.com/deploy/ska4rn|https://railway.com/new/template/ska4rn",0,0,0,0,""
"View Template Family Circle Spring Boot 2.3.0.RELEASE + MySQL Nam Nguyễn 2 Deploy",".virtuoso-grid-item","https://railway.com/deploy/VPihOQ|https://railway.com/new/template/VPihOQ",0,0,0,0,""
"View Template United! United! Free and open membership software for collective organizations Reese Armstrong 19 Deploy",".virtuoso-grid-item","https://railway.com/deploy/eqEBYm|https://railway.com/new/template/eqEBYm",0,0,0,0,""
"View Template (00) Double Zero - Email Service (Resend alternative) A markdown email micro service for the people! - Free alternative to Resend Pedro H. 11 Deploy",".virtuoso-grid-item","https://railway.com/deploy/_WfU9l|https://railway.com/new/template/_WfU9l",0,0,0,0,""
"View Template glorious-eagerness Deploy and Host glorious-eagerness with Railway David 0 Deploy",".virtuoso-grid-item","https://railway.com/deploy/glorious-eagerness|https://railway.com/new/template/glorious-eagerness",0,0,0,0,""
"View Template daring-courage Una implementación de Prueba fg9671 4 Deploy",".virtuoso-grid-item","https://railway.com/deploy/QqePmq|https://railway.com/new/template/QqePmq",0,0,0,0,""
"View Template Skandha 4337 Bundler Account Abstraction ERC-4337 Bundler: Skandha by Etherspot Blue 2 Deploy",".virtuoso-grid-item","https://railway.com/deploy/uOkE4n|https://railway.com/new/template/uOkE4n",0,0,0,0,""
"View Template Ordering_system ordering system for small business management 0 Deploy",".virtuoso-grid-item","https://railway.com/deploy/bGmGYQ|https://railway.com/new/template/bGmGYQ",0,0,0,0,""
"View Template Twitch Chat Logger (justlogs) JustLogs template for twitch logging Yassir 3 Deploy",".virtuoso-grid-item","https://railway.com/deploy/vtHoV_|https://railway.com/new/template/vtHoV_",0,0,0,0,""
"View Template Alto 4337 Bundler Account Abstraction ERC-4337 Bundler: Alto by Pimlico Blue 1 Deploy",".virtuoso-grid-item","https://railway.com/deploy/Uii9K8|https://railway.com/new/template/Uii9K8",0,0,0,0,""
"View Template Vue Vitesse Lite ⛺️ Lightweight version of Vitesse Vue Marco Quintella 2 Deploy",".virtuoso-grid-item","https://railway.com/deploy/-Ukdc9|https://railway.com/new/template/-Ukdc9",0,0,0,0,""
"View Template Vue Vitesse 🏕 Opinionated Vite + Vue Starter Template Marco Quintella 3 Deploy",".virtuoso-grid-item","https://railway.com/deploy/Van86l|https://railway.com/new/template/Van86l",0,0,0,0,""
"View Template NodeJS-multipart-uploader Multipart Upload Manager for uploads to AWS S3 Mitchell Rhoads 2 Deploy",".virtuoso-grid-item","https://railway.com/deploy/ZvGKWx|https://railway.com/new/template/ZvGKWx",0,0,0,0,""
"View Template T3 Postgres The popular T3 App ready to go on Railway with Postgres. My Workspace 14 Deploy",".virtuoso-grid-item","https://railway.com/deploy/Qi2Q_U|https://railway.com/new/template/Qi2Q_U",0,0,0,0,""
"View Template CIAO - check in and out Simple HTTP uptime monitor with email and webhook alerts Mex Delgado 3 Deploy",".virtuoso-grid-item","https://railway.com/deploy/Y_0mDB|https://railway.com/new/template/Y_0mDB",0,0,0,0,""
"View Template Directus + Cloudinary Open-source CMS platform for building websites and internal tools. Hammad Mohiuddin 8 Deploy",".virtuoso-grid-item","https://railway.com/deploy/9-6XyM|https://railway.com/new/template/9-6XyM",0,0,0,0,""
"View Template langflow 1.0-alpha w/ user auth Authenticated langflow sessions only. LPX 18 Deploy",".virtuoso-grid-item","https://railway.com/deploy/Z1CH2j|https://railway.com/new/template/Z1CH2j",0,0,0,0,""
"View Template ServeBin Elevating HTTP Testing to Effortless Debugging. Ayush Agnihotri 4 Deploy",".virtuoso-grid-item","https://railway.com/deploy/GkiYuO|https://railway.com/new/template/GkiYuO",0,0,0,0,""
"View Template n8n-DTA A worflow automation for Digital Team Academy Dasek Joiakim 37 Deploy",".virtuoso-grid-item","https://railway.com/deploy/71sXeU|https://railway.com/new/template/71sXeU",0,0,0,0,""
"View Template ArchiveBox A powerful solution to collect, save, and view websites offline. Evan Boehs 30 Deploy",".virtuoso-grid-item","https://railway.com/deploy/2Vvhmy|https://railway.com/new/template/2Vvhmy",0,0,0,0,""
"View Template streamlit Minimal Streamlit app for AI/ML, Analytics, and more Tyler K 6 Deploy",".virtuoso-grid-item","https://railway.com/deploy/FcYr3g|https://railway.com/new/template/FcYr3g",0,0,0,0,""
"View Template GoToSocial A fast, fun, and small ActivityPub server for the Fediverse Evan Boehs 14 Deploy",".virtuoso-grid-item","https://railway.com/deploy/apM9fC|https://railway.com/new/template/apM9fC",0,0,0,0,""
"View Template Splunk A platform for searching, monitoring, and analyzing machine-generated data T3cH_W1z4rD 12 Deploy",".virtuoso-grid-item","https://railway.com/deploy/CrRewK|https://railway.com/new/template/CrRewK",0,0,0,0,""
"View Template penpot Figma Alternative, Design and code beautiful products. Together. Aravind 1 Deploy",".virtuoso-grid-item","https://railway.com/deploy/pfvsxg|https://railway.com/new/template/pfvsxg",0,0,0,0,""
"View Template pocketbase-stripe Pocketbase + Stripe | FastPocket Freebie Samuel Wyndham 12 Deploy",".virtuoso-grid-item","https://railway.com/deploy/izeSvS|https://railway.com/new/template/izeSvS",0,0,0,0,""
"View Template Kimai Professional grade time-tracking application, free and open-source CodeCarrot 3 Deploy",".virtuoso-grid-item","https://railway.com/deploy/SmKtMI|https://railway.com/new/template/SmKtMI",0,0,0,0,""
"View Template Git Backup Automated Github Backup System for Disaster Recovery Romit Karmakar 0 Deploy",".virtuoso-grid-item","https://railway.com/deploy/HgR-fs|https://railway.com/new/template/HgR-fs",0,0,0,0,""
"View Template flux A data streaming proxy service that uses Server-Sent Events (SSE). Varun Sahni 3 Deploy",".virtuoso-grid-item","https://railway.com/deploy/_RXeq1|https://railway.com/new/template/_RXeq1",0,0,0,0,""
"View Template UrPodder The urPodder deployment template for Podcast Syncing. meadowhawk 7 Deploy",".virtuoso-grid-item","https://railway.com/deploy/y__BwA|https://railway.com/new/template/y__BwA",0,0,0,0,""
"View Template GOTH Stack A Go + Go Templates + HTMX Starter 1 Deploy",".virtuoso-grid-item","https://railway.com/deploy/Tu9vmY|https://railway.com/new/template/Tu9vmY",0,0,0,0,""
"View Template spoo-me Self-Host spoo.me URL shortener on railway.app zingzy 9 Deploy",".virtuoso-grid-item","https://railway.com/deploy/_6W-dI|https://railway.com/new/template/_6W-dI",0,0,0,0,""
"View Template drizzle-pg-proxy Postgres DB with Drizzle HTTP Proxy Nicholas Major 25 Deploy",".virtuoso-grid-item","https://railway.com/deploy/yvPIKJ|https://railway.com/new/template/yvPIKJ",0,0,0,0,""
"View Template dotenvx (Node.js) A minimal dotenvx -environment variables- setup in a Node.js application Loïc FAVRELIERE 16 Deploy",".virtuoso-grid-item","https://railway.com/deploy/zXEiVF|https://railway.com/new/template/zXEiVF",0,0,0,0,""
"View Template Todoist Sync Integration between Google Calendar and Todoist. Personnel 3 Deploy",".virtuoso-grid-item","https://railway.com/deploy/AP1rpk|https://railway.com/new/template/AP1rpk",0,0,0,0,""
"View Template PenX sync server Sync server of PenX for cross device sync data Z 1 Deploy",".virtuoso-grid-item","https://railway.com/deploy/L-0Ee-|https://railway.com/new/template/L-0Ee-",0,0,0,0,""
"View Template TeamMapper The open-source web application to draw mind maps together. James 10 Deploy",".virtuoso-grid-item","https://railway.com/deploy/SXkslC|https://railway.com/new/template/SXkslC",0,0,0,0,""
"View Template Homebox Track, Organize, and Manage your Things. James 11 Deploy",".virtuoso-grid-item","https://railway.com/deploy/A6PKuM|https://railway.com/new/template/A6PKuM",0,0,0,0,""
"View Template Memcached A high-performance, distributed memory object caching system Brody 26 Deploy",".virtuoso-grid-item","https://railway.com/deploy/jhyKTw|https://railway.com/new/template/jhyKTw",0,0,0,0,""
"View Template Doku Doku is an open-source LLMOps tool to monitor & evaluate LLM applications patcher99 9 Deploy",".virtuoso-grid-item","https://railway.com/deploy/tZQJlB|https://railway.com/new/template/tZQJlB",0,0,0,0,""
"View Template Backup MySQL to Cloudflare R2 Run a single backup of a MySQL database to Cloudflare R2 Dylan Anthony 1 Deploy",".virtuoso-grid-item","https://railway.com/deploy/7GOA4r|https://railway.com/new/template/7GOA4r",0,0,0,0,""
"View Template iGotify Sends Gotify notifications to iOS devices Brody 7 Deploy",".virtuoso-grid-item","https://railway.com/deploy/5-vKTX|https://railway.com/new/template/5-vKTX",0,0,0,0,""
"View Template Gotify A simple server for sending and receiving messages Brody 25 Deploy",".virtuoso-grid-item","https://railway.com/deploy/HcjHbf|https://railway.com/new/template/HcjHbf",0,0,0,0,""
"View Template BoxyHQ / Jackson SSO Security Building Blocks For Developers Adam 9 Deploy",".virtuoso-grid-item","https://railway.com/deploy/xV6lZy|https://railway.com/new/template/xV6lZy",0,0,0,0,""
"View Template Remix Railroad Blues Stack Remix + Postgres optimized for Railway Alex Mitchell 34 Deploy",".virtuoso-grid-item","https://railway.com/deploy/plonEj|https://railway.com/new/template/plonEj",0,0,0,0,""
"View Template astra-assistants-chat-ui DataStax Open Source GenAI Starter Sebastián Estévez 3 Deploy",".virtuoso-grid-item","https://railway.com/deploy/v2UVYh|https://railway.com/new/template/v2UVYh",0,0,0,0,""
"View Template ChatGPT-Next-Web 🚀 v2.10.1 support Google Gemini Pro model. BOT GAMING 41 Deploy",".virtuoso-grid-item","https://railway.com/deploy/K4qfIt|https://railway.com/new/template/K4qfIt",0,0,0,0,""
"View Template Ontology Browser A web front-end for navigating and querying OWL ontologies Nick Drummond 7 Deploy",".virtuoso-grid-item","https://railway.com/deploy/hI-_yx|https://railway.com/new/template/hI-_yx",0,0,0,0,""
"View Template fastapi-mysql FastApi template with MySQL database and poetry Randall Schwemmer 88 Deploy",".virtuoso-grid-item","https://railway.com/deploy/WLyaUV|https://railway.com/new/template/WLyaUV",0,0,0,0,""
"View Template Magika An AI powered file type detection tool nxfi 3 Deploy",".virtuoso-grid-item","https://railway.com/deploy/nnnGdy|https://railway.com/new/template/nnnGdy",0,0,0,0,""
"View Template Linknexus (Linktree Clone) Create and manage your own social media reference landing page. William Faircloth 26 Deploy",".virtuoso-grid-item","https://railway.com/deploy/29wYgN|https://railway.com/new/template/29wYgN",0,0,0,0,""
"View Template Rivet + Chatbot-UI Hosts Rivet with an Open AI compatible API + Chatbot-UI as a frontend Tim Köhler 99 Deploy",".virtuoso-grid-item","https://railway.com/deploy/XjMVyQ|https://railway.com/new/template/XjMVyQ",0,0,0,0,""
"View Template Supso Real-time digital product observability. Palladians 12 Deploy",".virtuoso-grid-item","https://railway.com/deploy/yrOOdm|https://railway.com/new/template/yrOOdm",0,0,0,0,""
"View Template Voi Feedback Minimalist self-hosted customer feedback CMS 2 Deploy",".virtuoso-grid-item","https://railway.com/deploy/kJ5jtI|https://railway.com/new/template/kJ5jtI",0,0,0,0,""
"View Template Cloudflared (local managed) + Prometheus Cloudflare Tunnel Local Config Managed + Prometheus Metrics Garret Harp 3 Deploy",".virtuoso-grid-item","https://railway.com/deploy/cIsLIC|https://railway.com/new/template/cIsLIC",0,0,0,0,""
"View Template TiddlyWiki Unique non-linear notebook for capturing and organising complex information ISDev 11 Deploy",".virtuoso-grid-item","https://railway.com/deploy/jwXIco|https://railway.com/new/template/jwXIco",0,0,0,0,""
"View Template Discord4J Bot A template for deploying Discord bots with Discord4J Lelebees 10 Deploy",".virtuoso-grid-item","https://railway.com/deploy/GnBRzM|https://railway.com/new/template/GnBRzM",0,0,0,0,""
"View Template Node Fastify A minimal production-ready node HTTP server with fastify and typescript dillonstreator 22 Deploy",".virtuoso-grid-item","https://railway.com/deploy/xeb3TM|https://railway.com/new/template/xeb3TM",0,0,0,0,""
"View Template Kotlin Spring Boot (Maven) Kotlin Spring WebFlux template with PostgreSQL R2BDC Projects 33 Deploy",".virtuoso-grid-item","https://railway.com/deploy/d7dHuj|https://railway.com/new/template/d7dHuj",0,0,0,0,""
"View Template Shiori Simple bookmark manager built with Go Brody 9 Deploy",".virtuoso-grid-item","https://railway.com/deploy/NJ4mpN|https://railway.com/new/template/NJ4mpN",0,0,0,0,""
"View Template Email authenticator Email Authentication service. Ashween Mankash 9 Deploy",".virtuoso-grid-item","https://railway.com/deploy/Coitf7|https://railway.com/new/template/Coitf7",0,0,0,0,""
"View Template Rallly Streamline your scheduling process and save time James 13 Deploy",".virtuoso-grid-item","https://railway.com/deploy/LjpcWZ|https://railway.com/new/template/LjpcWZ",0,0,0,0,""
"View Template NetBox The cornerstone of every automated network James 6 Deploy",".virtuoso-grid-item","https://railway.com/deploy/cLm4kn|https://railway.com/new/template/cLm4kn",0,0,0,0,""
"View Template SwiftOpenAIProxy Server-side Swift OpenAI reverse proxy server Ronald Mannak 15 Deploy",".virtuoso-grid-item","https://railway.com/deploy/ocPcV2|https://railway.com/new/template/ocPcV2",0,0,0,0,""
"View Template Featbit Open-source feature flags management tool Brody 9 Deploy",".virtuoso-grid-item","https://railway.com/deploy/T6zOvm|https://railway.com/new/template/T6zOvm",0,0,0,0,""
"View Template Spring Cloud Gateway - ACL Deploy Spring Cloud Gateway. It acts as an Anti Corruption Layer (ACL) UNIR - MISSI 8 Deploy",".virtuoso-grid-item","https://railway.com/deploy/CWxqH0|https://railway.com/new/template/CWxqH0",0,0,0,0,""
"View Template Spring Cloud Gateway - Straightforward Deploy a Spring Cloud Gateway instance. Easily integrated with Eureka UNIR - MISSI 10 Deploy",".virtuoso-grid-item","https://railway.com/deploy/OI2sbM|https://railway.com/new/template/OI2sbM",0,0,0,0,""
"View Template Spring Cloud Netflix Eureka Deploy a Spring Cloud Netflix Eureka server UNIR - MISSI 50 Deploy",".virtuoso-grid-item","https://railway.com/deploy/HM8cFB|https://railway.com/new/template/HM8cFB",0,0,0,0,""
"View Template Atuin Shell History Server A self-hosted setup for Atuin, the shell history sync server. Brandon Aaron 14 Deploy",".virtuoso-grid-item","https://railway.com/deploy/5J-Ofu|https://railway.com/new/template/5J-Ofu",0,0,0,0,""
"View Template Faktory Language-agnostic persistent background job server Brody 24 Deploy",".virtuoso-grid-item","https://railway.com/deploy/Hh00T5|https://railway.com/new/template/Hh00T5",0,0,0,0,""
"View Template Misskey An unofficial template for Misskey mkizka 26 Deploy",".virtuoso-grid-item","https://railway.com/deploy/8bBGvg|https://railway.com/new/template/8bBGvg",0,0,0,0,""
"View Template PenguinMod storage API Host your own server for the PenguinMod storage extension TheShovel 10 Deploy",".virtuoso-grid-item","https://railway.com/deploy/seDKg9|https://railway.com/new/template/seDKg9",0,0,0,0,""
"View Template Chamber - a SecretOps service Chamber is a web service for containing secrets. joshua-mo-143 9 Deploy",".virtuoso-grid-item","https://railway.com/deploy/VS9MIg|https://railway.com/new/template/VS9MIg",0,0,0,0,""
"View Template Personal pastebin over tailnet Store snippets privately over your own tailnet Andrei Jiroh's Lair 2 Deploy",".virtuoso-grid-item","https://railway.com/deploy/VMGRyO|https://railway.com/new/template/VMGRyO",0,0,0,0,""
"View Template Promptmodel Host, engineer and manage prompt & model configurations. Weavel 6 Deploy",".virtuoso-grid-item","https://railway.com/deploy/uzaE0r|https://railway.com/new/template/uzaE0r",0,0,0,0,""
"View Template PlugBear LangServe Integration Deploy an example LangServe app to Railway Hoseong Liam Hwang 12 Deploy",".virtuoso-grid-item","https://railway.com/deploy/tCk1po|https://railway.com/new/template/tCk1po",0,0,0,0,""
"View Template Discord-TS 'Most Likely To Minigame' Bot A simple ""Most Likely To"" minigame. ISDev 19 Deploy",".virtuoso-grid-item","https://railway.com/deploy/0luvfZ|https://railway.com/new/template/0luvfZ",0,0,0,0,""
"View Template Simple Discord-TS Chatbot Fun but simple addition to your Discord Server! ISDev 12 Deploy",".virtuoso-grid-item","https://railway.com/deploy/HmC62u|https://railway.com/new/template/HmC62u",0,0,0,0,""
"View Template Rallly An open-source scheduling and collaboration tool. Finlay Ross 13 Deploy",".virtuoso-grid-item","https://railway.com/deploy/fEb1qz|https://railway.com/new/template/fEb1qz",0,0,0,0,""
"View Template onepixel API for URL shortener writtein in Golang Arnav Gupta 24 Deploy",".virtuoso-grid-item","https://railway.com/deploy/xAJ1-J|https://railway.com/new/template/xAJ1-J",0,0,0,0,""
"View Template Rustpad Efficient and minimal collaborative code editor Milo 36 Deploy",".virtuoso-grid-item","https://railway.com/deploy/Aw9WuR|https://railway.com/new/template/Aw9WuR",0,0,0,0,""
"View Template RPILocator A bot for notifying you when a new Raspberry Pi comes in stock Ethan 0 Deploy",".virtuoso-grid-item","https://railway.com/deploy/VrxHKp|https://railway.com/new/template/VrxHKp",0,0,0,0,""
"View Template Presearch Get your node up and running in just a few seconds. Tim 7 Deploy",".virtuoso-grid-item","https://railway.com/deploy/x7zx_Q|https://railway.com/new/template/x7zx_Q",0,0,0,0,""
"View Template Is On Water Check if coordinate is on water (seas, lakes, and rivers) with 1m precision dillonstreator 9 Deploy",".virtuoso-grid-item","https://railway.com/deploy/MfUYQX|https://railway.com/new/template/MfUYQX",0,0,0,0,""
"View Template Indiekit A minimal Indiekit server Paul Robert Lloyd 9 Deploy",".virtuoso-grid-item","https://railway.com/deploy/gEboK6|https://railway.com/new/template/gEboK6",0,0,0,0,""
"View Template LangServe - Pirate Speak Template Basic Langserve server with the pirate speak template Paul Lockett 119 Deploy",".virtuoso-grid-item","https://railway.com/deploy/pW9tXP|https://railway.com/new/template/pW9tXP",0,0,0,0,""
"View Template Redis Migrator Migrate data from a source Redis to a target Redis database Railway Templates 6 Deploy",".virtuoso-grid-item","https://railway.com/deploy/redis-migrator|https://railway.com/new/template/redis-migrator",0,0,0,0,""
"View Template DVWA (Damn Vulnerable Web App) DVWA is an intentionally vulnerable web app to help understand attacks. Cyber Info 27 Deploy",".virtuoso-grid-item","https://railway.com/deploy/GFqNIL|https://railway.com/new/template/GFqNIL",0,0,0,0,""
"View Template ReScript Frontend ReScript React Template with Caddy Gretar Magnusson 17 Deploy",".virtuoso-grid-item","https://railway.com/deploy/SSNJUD|https://railway.com/new/template/SSNJUD",0,0,0,0,""
"View Template rePay Remix Frontend + PayloadCMS on MongoDB Leo Hilsheimer 8 Deploy",".virtuoso-grid-item","https://railway.com/deploy/iRjSBO|https://railway.com/new/template/iRjSBO",0,0,0,0,""
"View Template rePay Remix Frontend + PayloadCMS on MongoDB Leo 25 Deploy",".virtuoso-grid-item","https://railway.com/deploy/vhqnvU|https://railway.com/new/template/vhqnvU",0,0,0,0,""
"View Template Casdoor A UI-first Identity Access Management (IAM) / Single-Sign-On (SSO) platform beuz 34 Deploy",".virtuoso-grid-item","https://railway.com/deploy/OJXBP4|https://railway.com/new/template/OJXBP4",0,0,0,0,""
"View Template Openfort Node Quickstart Node backend quickstart using Openfort to interact with smart wallets. Jaume Alavedra 4 Deploy",".virtuoso-grid-item","https://railway.com/deploy/vi0lxN|https://railway.com/new/template/vi0lxN",0,0,0,0,""
"View Template Trilium Build your personal knowledge base with Trilium Notes. beuz 22 Deploy",".virtuoso-grid-item","https://railway.com/deploy/jsMnJe|https://railway.com/new/template/jsMnJe",0,0,0,0,""
"View Template C# HotChocolate Subgraph (Annotation) A HotChocolate C# GraphQL server with support for Apollo Federation michael-watson 37 Deploy",".virtuoso-grid-item","https://railway.com/deploy/cJcDcc|https://railway.com/new/template/cJcDcc",0,0,0,0,""
"View Template Graphman + File Server GraphQL API collection generator service using Graphman and Flask. Railway Templates 15 Deploy",".virtuoso-grid-item","https://railway.com/deploy/graphman|https://railway.com/new/template/graphman",0,0,0,0,""
"View Template kill bill Open-Source Subscription Billing & Payments Platform beuz 48 Deploy",".virtuoso-grid-item","https://railway.com/deploy/oeQY9c|https://railway.com/new/template/oeQY9c",0,0,0,0,""
"View Template EdgeDB with separate PostgreSQL EdgeDB template to connect to a managed Railway PostgreSQL instance Ajit Krishna 9 Deploy",".virtuoso-grid-item","https://railway.com/deploy/6AT4wH|https://railway.com/new/template/6AT4wH",0,0,0,0,""
"View Template EdgeDB EdgeDB template based on their Docker deployment guide Ajit Krishna 38 Deploy",".virtuoso-grid-item","https://railway.com/deploy/uDZcDr|https://railway.com/new/template/uDZcDr",0,0,0,0,""
"View Template Postgres Backup to GCS Postgres backups to Google Cloud Storage (GCS) Important River Holdings 5 Deploy",".virtuoso-grid-item","https://railway.com/deploy/tqxaEg|https://railway.com/new/template/tqxaEg",0,0,0,0,""
"View Template Redis Metrics Prometheus Exporter A Prometheus exporter for gathering metrics about your Railway Redis DB matt abrams 8 Deploy",".virtuoso-grid-item","https://railway.com/deploy/73Vsr6|https://railway.com/new/template/73Vsr6",0,0,0,0,""
"View Template Calibre over Tailscale E-book library manager running over tailscale Marty Penner 5 Deploy",".virtuoso-grid-item","https://railway.com/deploy/hWLSF8|https://railway.com/new/template/hWLSF8",0,0,0,0,""
"View Template flowise-nomocodes A template for deploying FlowiseAI with persisted volume. Jasper@nomocodes 221 Deploy",".virtuoso-grid-item","https://railway.com/deploy/fUNRIK|https://railway.com/new/template/fUNRIK",0,0,0,0,""
"View Template Sentence Transformers Model FastAPI server to serve sentence-transformer embeddings Morgan Gallant 25 Deploy",".virtuoso-grid-item","https://railway.com/deploy/oFLL6X|https://railway.com/new/template/oFLL6X",0,0,0,0,""
"View Template WarpStream Agents (Kafka without the disks) Official template for deploying the WarpStream Agents. My Projects 2 Deploy",".virtuoso-grid-item","https://railway.com/deploy/30Xa3Y|https://railway.com/new/template/30Xa3Y",0,0,0,0,""
"View Template KBZ Remember, Grasshopper, coding is as much about problem-solving as Player 2 10 Deploy",".virtuoso-grid-item","https://railway.com/deploy/tUSiyV|https://railway.com/new/template/tUSiyV",0,0,0,0,""
"View Template Quasar Quasar + Vue 3 | Vite | SCSS | Eslint | Pinia | Axios | Vue-i18n | Prettier YAV.AI 44 Deploy",".virtuoso-grid-item","https://railway.com/deploy/iyQgtj|https://railway.com/new/template/iyQgtj",0,0,0,0,""
"View Template Apex Legends Server Status Discord Bot Show the current status of the Apex Legends login/matchmaking servers! Stryder 9 Deploy",".virtuoso-grid-item","https://railway.com/deploy/TxkIsO|https://railway.com/new/template/TxkIsO",0,0,0,0,""
"View Template chatgpt-on-wechat-freely This Template allow you to deploy weChat robot simply. Default use link ai. Jeady5 30 Deploy",".virtuoso-grid-item","https://railway.com/deploy/Fct8Sl|https://railway.com/new/template/Fct8Sl",0,0,0,0,""
"View Template vonage-video-learning-server The Vonage Video Learning Server Chris Tankersley 9 Deploy",".virtuoso-grid-item","https://railway.com/deploy/GHmSB0|https://railway.com/new/template/GHmSB0",0,0,0,0,""
"View Template Database S3 backups A simple script to automatically back up multiple databases to S3. Luke Liasi 54 Deploy",".virtuoso-grid-item","https://railway.com/deploy/U_wjYd|https://railway.com/new/template/U_wjYd",0,0,0,0,""
"View Template Inworld Token Generator The Inworld integration token generation project My Projects 89 Deploy",".virtuoso-grid-item","https://railway.com/deploy/FIgbO1|https://railway.com/new/template/FIgbO1",0,0,0,0,""
"View Template One Time PostgreSQL S3 Backup Backup your PostgreSQL database into a S3 bucket using Railway CRON Mattèo Gauthier 8 Deploy",".virtuoso-grid-item","https://railway.com/deploy/UGKaB8|https://railway.com/new/template/UGKaB8",0,0,0,0,""
"View Template NSQ Realtime distributed messaging platform. T3cH_W1z4rD 22 Deploy",".virtuoso-grid-item","https://railway.com/deploy/okc9Wi|https://railway.com/new/template/okc9Wi",0,0,0,0,""
"View Template GenratrAPI Strong password generator API YAV.AI 18 Deploy",".virtuoso-grid-item","https://railway.com/deploy/s_q0r3|https://railway.com/new/template/s_q0r3",0,0,0,0,""
"View Template Shynet Modern, privacy-friendly web analytics that works without cookies or JS. Mattèo Gauthier 23 Deploy",".virtuoso-grid-item","https://railway.com/deploy/yW3Kos|https://railway.com/new/template/yW3Kos",0,0,0,0,""
"View Template Quart Quart is an async reimplementation of the popular Flask microframework API. jon 26 Deploy",".virtuoso-grid-item","https://railway.com/deploy/fHCvqD|https://railway.com/new/template/fHCvqD",0,0,0,0,""
"View Template kuai-mvp A template to deploy for DApp mvp with kuai 严国宇 20 Deploy",".virtuoso-grid-item","https://railway.com/deploy/KO6Gvb|https://railway.com/new/template/KO6Gvb",0,0,0,0,""
"View Template Flyde Discord Bot ⚡️ Visually build a discord bot, using Flyde - the OS Visual-Programming tool Gabriel Grinberg 16 Deploy",".virtuoso-grid-item","https://railway.com/deploy/I6wHQZ|https://railway.com/new/template/I6wHQZ",0,0,0,0,""
"View Template Litestar with TailwindCSS Litestar is a Python framework for building web apps, ML/AI, and APIs. Jacob Coffee 16 Deploy",".virtuoso-grid-item","https://railway.com/deploy/zx1KGh|https://railway.com/new/template/zx1KGh",0,0,0,0,""
"View Template dyan-up This is an online learning application to Grow up your skills Maroti Uppe 13 Deploy",".virtuoso-grid-item","https://railway.com/deploy/FpQ2va|https://railway.com/new/template/FpQ2va",0,0,0,0,""
"View Template Directus Azure and Redis Quickly deploy directus docker with redis, pg and azure blog storage BlackDahlia 8 Deploy",".virtuoso-grid-item","https://railway.com/deploy/bFcsEC|https://railway.com/new/template/bFcsEC",0,0,0,0,""
"View Template ActiveFence Kicker An endpoint for kicking users with the ActiveFence extension. Max Cobb 2 Deploy",".virtuoso-grid-item","https://railway.com/deploy/piHt63|https://railway.com/new/template/piHt63",0,0,0,0,""
"View Template CyberChef The cyber Swiss army knife. alphasec 22 Deploy",".virtuoso-grid-item","https://railway.com/deploy/qsqC-R|https://railway.com/new/template/qsqC-R",0,0,0,0,""
"View Template MySQL backups to S3 A simple NodeJS application to backup your MySQL database to S3 via a cron. Kirils 13 Deploy",".virtuoso-grid-item","https://railway.com/deploy/GRx3Mi|https://railway.com/new/template/GRx3Mi",0,0,0,0,""
"View Template MySql backups to Cloudinary Node app to backup MySQL database and upload it to Cloudinary. My Projects 24 Deploy",".virtuoso-grid-item","https://railway.com/deploy/mT6Hiw|https://railway.com/new/template/mT6Hiw",0,0,0,0,""
"View Template Actix Sqlx Minimal Actix web application pre-configured with SQLx and database pooling jachii 21 Deploy",".virtuoso-grid-item","https://railway.com/deploy/4lz789|https://railway.com/new/template/4lz789",0,0,0,0,""
"View Template Axum A minimal Axum web server jachii 34 Deploy",".virtuoso-grid-item","https://railway.com/deploy/j-hp3L|https://railway.com/new/template/j-hp3L",0,0,0,0,""
"View Template Actix A minimal Actix web server jachii 35 Deploy",".virtuoso-grid-item","https://railway.com/deploy/yOpd5I|https://railway.com/new/template/yOpd5I",0,0,0,0,""
"View Template notea Your Self-Hosted Notion-Style Note Taking App bam 15 Deploy",".virtuoso-grid-item","https://railway.com/deploy/OhFC4F|https://railway.com/new/template/OhFC4F",0,0,0,0,""
"View Template Firefly-Subconverter Utility to convert between various subscription format LM-Firefly 6 Deploy",".virtuoso-grid-item","https://railway.com/deploy/NNpoFR|https://railway.com/new/template/NNpoFR",0,0,0,0,""
"View Template Botway CE VS Code in the browser, with full packages Abdfn 12 Deploy",".virtuoso-grid-item","https://railway.com/deploy/9wleNz|https://railway.com/new/template/9wleNz",0,0,0,0,""
"View Template Interval Spotify Manager Example Interval app for browsing your Spotify playlists. Dan Philibin 11 Deploy",".virtuoso-grid-item","https://railway.com/deploy/tkbFsY|https://railway.com/new/template/tkbFsY",0,0,0,0,""
